id,5,1,10,4,6,category
CAAC-20130980,0.06938106246643597,0.2693550954703732,0.022431890820010174,0.19307910983237836,0.06113745679541771,1
CFMC-20141796,0.04531063657909808,0.07471912626961819,0.7584958207340462,0.089898991237395,0.03157542517984246,10
CFMC-20151303,0.0977871553636196,0.1304474763862084,0.06621847684723282,0.3302364158371689,0.08498789492060903,4
CFMC-20142563,0.06779789070798982,0.272548107091323,0.23174730960166207,0.14979379964804312,0.02811289295098199,10
CFMC-20140059,0.23431335949696885,0.0602535278178665,0.08592493970134685,0.24595445874549302,0.2902203809049914,5
CFMC-20151832,0.10804776629509402,0.05972491256319764,0.0499262014399872,0.1292747815596152,0.503026338142106,6
CFMC-20142119,0.06372440952785459,0.06421799531769078,0.03640426184468519,0.20159056410208095,0.03831808835662463,4
CFMC-20142997,0.06351116581075612,0.046517122224386344,0.022468817119621076,0.31770281477365236,0.0422243224958266,4
CFMC-20142525,0.1000495029037547,0.04117678045811768,0.052956032483011686,0.13076524707088416,0.36736012939192414,6
CAAC-20130763,0.1062379470295907,0.17016935378687553,0.023387935456777857,0.3538294831426293,0.09637528058412666,10
CFMC-20141830,0.04378611810644589,0.09195156427329072,0.7317451969705757,0.10112557443195715,0.03139154621773047,10
CFMC-20140219,0.09764211471625862,0.10475735019124696,0.035083611015571475,0.42010302870760236,0.08434937924028837,4
CFMC-20151863,0.10447150808907313,0.05258277441840913,0.05073547670411906,0.14268442153654035,0.43213451490403226,6
CFMC-20151199,0.10048307496625933,0.11478971226902476,0.029421799426442165,0.3310490801689456,0.1742563331693282,6
CFMC-20160269,0.0779418298782181,0.07149091890928877,0.050626351741298085,0.15743072278848327,0.21393874811128327,4
CFMC-20151064,0.03831278498530053,0.06204256162769271,0.6988595093762627,0.07152993053884553,0.02399205557716159,10
CAAC-20130843,0.10703604894746142,0.28037407737066145,0.10176467360723382,0.17866419213631893,0.15034282612014255,1
CFMC-20142355,0.15157810970185215,0.08218474000667159,0.22457901733555657,0.3465353958311705,0.1951227371247492,10
CFMC-20141881,0.19222840377198655,0.05450726789309233,0.0687221605008117,0.18859684228101478,0.33805058871098936,5
CFMC-20141568,0.13527674648186624,0.10154219319028222,0.33519472794512173,0.24681062283959054,0.1478423762098059,5
CFMC-20141747,0.04414177932567673,0.07158970303682884,0.7671886919443691,0.0876094288586057,0.029470396834519626,10
CFMC-20142809,0.0942494431718644,0.06341781645502352,0.029055681212997314,0.2694241471465593,0.13644550460614804,6
CFMC-20151249,0.0877485355599247,0.08173995913085186,0.05501497578081601,0.11870521336710302,0.26969454196775605,6
CFMC-20160315,0.11667246428301982,0.04726387989227635,0.048258476765412596,0.16516478989048508,0.4922056065601105,6
CFMC-20143027,0.06526516095863312,0.10661070666729629,0.44932667854778763,0.11481815592996164,0.036706570623594,10
CFMC-20151110,0.07515938217680891,0.060868786045612897,0.027628615174233935,0.2287650855202726,0.1182164289554121,6
CFMC-20142604,0.05051929797813328,0.10549509244267179,0.06633796727408847,0.13785992686395532,0.05358081888942699,1
CFMC-20141604,0.13418705032688769,0.09668646825499128,0.09153377353268502,0.11156267915158799,0.262999725703545,5
CFMC-20142416,0.04580082611478659,0.11293218118819284,0.5934199764432727,0.11402251716449377,0.028561341194517312,10
CFMC-20151444,0.058712180200054094,0.35840046057506664,0.014492229205299271,0.2395017308059484,0.05616612648635876,1
CFMC-20142801,0.09738314857069798,0.0768621397865985,0.045489142191660205,0.4235004136251895,0.06046885952955744,4
CFMC-20140479,0.04324864735612316,0.06897875177180907,0.04693296320184397,0.13607584847823018,0.06840015282835722,10
CAAC-20131170,0.08765503495408594,0.051035565450764146,0.03265271290079846,0.39001742093375064,0.054023881145216196,4
CFMC-20151237,0.15817772249061157,0.12920050190716606,0.021418022793604552,0.2839538677425442,0.07391655173274025,5
CFMC-20141614,0.11109028998256869,0.04714497363785635,0.048662430630992855,0.15958668644226914,0.34319303866115175,5
CFMC-20140937,0.0845983441620796,0.2327336837049314,0.029331156341350473,0.22896876396097365,0.060731688194301234,1
CAAC-20131723,0.04365654119659495,0.2141792851700723,0.0423108125570887,0.15861945524686227,0.04123390582938176,1
CFMC-20160086,0.08976269691859509,0.028907490316646457,0.05135231229190723,0.11012392025480607,0.4589840150006539,6
CFMC-20151451,0.1108318386005898,0.056800136675131035,0.06754276601113461,0.16087578867932403,0.4789494700338206,6
CFMC-20141848,0.11430267529405463,0.10925088640605882,0.029560469862194,0.13230447713206334,0.05902593575007368,5
CFMC-20142262,0.10110978232484583,0.0848254129010765,0.04535027325212553,0.3635975335044792,0.07178366468413962,5
CFMC-20142372,0.09135096545142779,0.05604017279770971,0.041165870374668526,0.3192736503225046,0.09216934105368929,4
CFMC-20150989,0.10663768694138605,0.041715549923990805,0.09861169292181424,0.1459541022432633,0.4870809679695456,6
CFMC-20142651,0.11493843774482543,0.05121036522468817,0.06836605765675208,0.1381829951387604,0.4398021442349739,6
CFMC-20142134,0.06376676158639853,0.15218702760366565,0.10204683705032518,0.1579381369095362,0.024061236850074393,5
CFMC-20142597,0.03780938467212351,0.09241455344780398,0.7756110829887068,0.062747166946906,0.03141781194445959,10
CAAC-20130989,0.09357292190243875,0.08553946795314449,0.02746442866822696,0.3266839713075323,0.1137980336980692,4
CAAC-20130837,0.07611906301520509,0.07719893936470516,0.19526286338376747,0.2227374983971515,0.0650452722028071,10
CFMC-20143050,0.04414177932567673,0.07158970303682884,0.7671886919443691,0.0876094288586057,0.029470396834519626,10
