id,6,11,7,category
CFMC-20151109,0.21036036036036038,0.0,0.03288288288288289,6
CFMC-20151689,0.12797597152147744,0.0018750324404964605,0.14601106500354336,7
CFMC-20160478,0.24193266227162108,0.0059835806303197596,0.05208375709805916,6
CFMC-20151460,0.13795724203332901,0.0019162902315076225,0.08739919500789065,6
CFMC-20151540,0.105650115991918,0.00038819875776397513,0.06539025667888947,7
CFMC-20160487,0.05074063488271563,0.0002612876254180602,0.0643826928764817,6
CFMC-20150312,0.1918645320387537,0.005070697274221757,0.19700416462641848,7
CFMC-20150515,0.16067780257996428,0.0014182264578503907,0.08114721420542861,6
CFMC-20160472,0.16031966372702872,0.000884295944376051,0.0350577225715859,6
CFMC-20150357,0.090687456171108,0.0018572492987377278,0.03245529453015428,6
CFMC-20160230,0.06821414840445982,0.0011863568956994562,0.04824655352337013,6
CFMC-20150055,0.09930763197194897,0.0,0.13325050756293474,7
CFMC-20151107,0.03540372670807454,0.0,0.0515527950310559,6
CFMC-20151742,0.17814821683528775,0.0037655279503105593,0.16424010136824782,7
CFMC-20151026,0.10268920734589289,0.000747877393621423,0.05872507742264786,6
CFMC-20151759,0.12823307484710203,0.001697531421488518,0.12006939373140946,7
CFMC-20150172,0.16403515621952805,0.007909702460286012,0.1221727883790095,6
CFMC-20150439,0.07417582417582416,0.0,0.002747252747252747,6
CFMC-20160079,0.13815918904086893,0.001497639189455046,0.05265086407736831,6
CFMC-20160468,0.1154921823894156,0.00019677292404565128,0.035826196201690266,6
CFMC-20160270,0.31513025857187626,0.007487634524197941,0.08478951431133322,6
CFMC-20160214,0.09161656258093001,0.0015457368718238284,0.09774679145633708,7
CFMC-20151399,0.29668350861193704,0.006686997464041976,0.11329616059068769,6
CFMC-20150328,0.22563869924541863,0.0012351778656126482,0.045853395616241466,6
CFMC-20160526,0.1064221902122797,0.0011381288533998716,0.09358910622167671,7
CFMC-20152047,0.14433922354310477,0.002435790048358039,0.11793086876147833,7
CFMC-20160435,0.23858695652173917,0.002717391304347826,0.05869565217391305,6
CFMC-20151993,0.05937447809385961,0.0006288968991816512,0.05363298864332238,6
CFMC-20160428,0.1673644918210136,0.003234367908280951,0.018590329459894677,6
CFMC-20150714,0.2145336945372852,0.006408262122106879,0.05492011230612519,6
CFMC-20151380,0.06752597646879371,0.0028656921991847936,0.057813459537149704,7
CFMC-20151914,0.07751177832362453,0.0013856303931545162,0.07772909730731735,7
CFMC-20152055,0.08111738339680048,0.001968769136558481,0.05809031805487631,7
CFMC-20151860,0.1286623023715415,0.0016983695652173913,0.05713932806324111,6
CFMC-20150023,0.058668155464728935,0.0009183370011300778,0.02737002927327144,6
CFMC-20160074,0.14858033723347175,0.0009712841016493699,0.17218750909966146,7
CFMC-20160096,0.16213783995359635,0.00248135259538598,0.11663080745101766,6
CFMC-20150991,0.1785851161720727,0.004786864504255808,0.05662801932367151,6
CFMC-20151207,0.245976891186767,0.006567521113773203,0.17298750259307677,7
CFMC-20151476,0.08992996324804106,0.0,0.01916094584286804,6
CFMC-20150829,0.13667905210329745,0.004575649704326174,0.04624529819237637,6
CFMC-20150384,0.10313636796873761,0.00630410954551953,0.06447256596400375,11
CFMC-20150615,0.12391237612224733,0.0032660622745858156,0.13039731917892447,7
CFMC-20160028,0.08300395256916997,0.0,0.005231341548477099,6
CFMC-20160218,0.041545492314083915,0.0,0.027420024927295384,6
CFMC-20150786,0.0,0.0,0.0,6
CFMC-20151776,0.16159559631211962,0.012008380730269785,0.10225809192312785,7
CFMC-20150016,0.07685992550122986,0.0016214763497372194,0.094595521225956,7
CFMC-20160006,0.18734310176828334,0.007920504895930226,0.06560595855317775,6
CFMC-20151286,0.18046418191203561,0.0016704566022031492,0.08929393291433267,6
CFMC-20160078,0.1049547625376563,0.0005545696539485359,0.05775597393084414,6
CFMC-20151154,0.2489663578106549,0.0024211409869367715,0.2268733707676258,7
CFMC-20150908,0.09727032189687469,0.0013043478260869562,0.05142533027703835,6
CFMC-20150596,0.1697331734878046,0.0028297241443042275,0.07514352438623986,6
CFMC-20151045,0.0,0.0,0.0,6
CFMC-20143134,0.06885923586846875,0.001845427483337991,0.04694239547172268,6
CFMC-20160460,0.16978346487336352,0.0013043478260869562,0.07891218730054952,6
CFMC-20160120,0.1301321485532012,0.0,0.23828890407837774,7
CFMC-20151303,0.09517081025958771,0.004044601711652403,0.07820394286746958,6
CFMC-20151561,0.14242886529053883,0.002365360132710929,0.07259707892457633,6
CFMC-20151947,0.09631335125143176,0.0013034344172451588,0.05238321433132309,6
CFMC-20151952,0.09416635995583365,0.0,0.04267574530732426,6
CFMC-20151985,0.20325829841437024,0.005145605673099279,0.1552324595488941,7
CFMC-20143094,0.1434599106894261,0.0021290038540728636,0.10864837359209427,6
CFMC-20160234,0.14866210431923726,0.0016376699933704822,0.17068788000837992,7
CFMC-20151764,0.14247018635731787,0.001561421670117322,0.11522765123182407,7
CFMC-20150101,0.15120795787262892,0.002844758271437987,0.08124140150299192,6
CFMC-20151382,0.09151460414770085,0.001096895562290416,0.07065380641245769,7
CFMC-20151477,0.0551130029390899,0.0009740259740259738,0.020836048009961052,6
CFMC-20160558,0.15286302746819158,0.00983668250626009,0.1921389997029677,7
CFMC-20160220,0.1188157318944814,0.0021482277121374865,0.19482551407759166,7
CFMC-20160030,0.10653274972363382,0.0014290138803441854,0.04788239224017784,6
CFMC-20151275,0.1149526367645433,0.000647413076834438,0.061970043616566196,6
CFMC-20150527,0.1896785874843765,0.00587650698139338,0.0637041647934894,6
CFMC-20151298,0.0875,0.0,0.04583333333333333,6
CFMC-20150324,0.11897840665586616,0.0028562464660625356,0.10265514279643866,6
CFMC-20150210,0.10728311543528936,0.0012351778656126482,0.16420897942637075,7
CFMC-20160226,0.20633733565890125,0.002112638533674339,0.29155002580742445,7
CFMC-20150816,0.1456103678929766,0.0010451505016722408,0.08411371237458196,6
CFMC-20151876,0.06461467032550958,0.0002194907813871817,0.09693054477545618,7
CFMC-20151466,0.10679347826086957,0.0076086956521739125,0.08559782608695651,6
CFMC-20150570,0.1945211145057748,0.0029957222069106485,0.09660081034613809,6
CFMC-20160010,0.1832647123407993,0.008037021352238742,0.035970993579689234,6
CFMC-20150927,0.1964030160244553,0.0036750757274424013,0.11026673583430921,6
CFMC-20151122,0.07196969696969698,0.0,0.03409090909090909,6
CFMC-20151361,0.16977725857730083,0.002253421854618643,0.12065224639734881,6
CFMC-20151566,0.08210863775188756,0.001305682911604479,0.04611935809298463,6
CFMC-20150891,0.12535727463417137,0.0022030743855686644,0.10928175624341785,6
CFMC-20160142,0.14997874421443394,0.013559521904706068,0.16146173388086,7
CFMC-20150972,0.0,0.0,0.0,6
CFMC-20151787,0.06526187600443199,0.0008285004142502071,0.051556682404847225,6
CFMC-20150965,0.15047652053148625,0.006930508776400585,0.16612238245681904,7
CFMC-20151470,0.13398132092125706,0.0013342980212680037,0.12784227579431703,7
CFMC-20160034,0.10730351158411598,0.0010335996097323007,0.05688028011049956,6
CFMC-20151000,0.17085536315434677,0.002888694007778322,0.2429226095045416,7
CFMC-20160516,0.08602150537634408,0.005376344086021505,0.07526881720430108,6
CFMC-20150464,0.10272379647082326,0.0005633802816901408,0.11671282324748661,7
CFMC-20151333,0.058823529411764705,0.0,0.0,6
CFMC-20150362,0.20060304511017213,0.001272152323634595,0.07285007729146799,6
CFMC-20151977,0.09758816603011422,0.009527511771797724,0.13201475698069673,7
CFMC-20151360,0.0288375011840485,0.00026641091219096335,0.04932746045278015,7
CFMC-20160462,0.12957577213066815,0.002158556318691621,0.12467592796089662,6
CFMC-20160239,0.12921830703561726,0.004838861225361421,0.1106236828028511,7
CFMC-20150938,0.13675847961562249,0.002892065917276001,0.03682004270239564,6
CFMC-20151259,0.12070697844355135,0.0006469979296066253,0.06912221410303251,6
CFMC-20150446,0.0,0.0,0.0,6
CFMC-20160064,0.07940566898288252,0.0032305132605163797,0.07865414033724626,7
CFMC-20160368,0.2572941428315824,0.006648422922577511,0.12494632313472895,7
CFMC-20151811,0.052510929930284785,0.0013824884792626726,0.02675174288077514,6
CFMC-20150068,0.13441919038146657,0.0011905607653689494,0.06809395255686816,6
CFMC-20151256,0.13455882352941176,0.002083333333333333,0.1133578431372549,7
CFMC-20150443,0.14715741717534284,0.002756999538946013,0.0584189166190445,6
CFMC-20160177,0.16926029014844807,0.0,0.08073970985155196,6
CFMC-20150590,0.17914640233850745,0.0008284812537410893,0.054067669599240815,6
CFMC-20160532,0.08033170533170533,0.0029761904761904756,0.10716829466829468,7
CFMC-20151172,0.11931877627379973,0.0012667507018394957,0.06608113969102744,6
CFMC-20160553,0.07255490987885355,0.0013535760014633251,0.07609151411968314,7
CFMC-20160039,0.04949534161490683,0.0009704968944099379,0.02096273291925466,6
CFMC-20151300,0.08029669699204982,0.0027210884353741495,0.05031554790590935,6
CFMC-20151873,0.21352402484249064,0.002366541566777144,0.09754226941162772,6
CFMC-20150955,0.17306974155647684,0.016079277888057266,0.17448734419182954,6
CFMC-20160211,0.10597056578173335,0.0038493114898928943,0.08372850982514796,7
CFMC-20160140,0.17903805461500583,0.017260916551427752,0.19764042277296034,7
CFMC-20151299,0.0942376950780312,0.0024009603841536613,0.021008403361344543,6
CFMC-20151283,0.06830890250837177,0.0024009603841536613,0.1057607253427687,7
CFMC-20151208,0.1341402414402679,0.0017905390314773859,0.08246002412595586,6
CFMC-20160490,0.0825601419647072,0.0016697798127123318,0.09998060453836992,7
CFMC-20151553,0.10265341901136331,0.000991210585981173,0.03921251325979838,6
CFMC-20150299,0.135517432518888,0.012492035958479489,0.1119905315226325,11
CFMC-20151808,0.195704548465133,0.00208179938758391,0.14704123835417968,7
CFMC-20151564,0.13232032079969186,0.001812518485655132,0.09920049404798638,7
CFMC-20151872,0.08475102950453772,0.001427814132658743,0.1379590873972863,7
CFMC-20151881,0.10976651729496975,0.0016610373061774967,0.020151392767273815,6
CFMC-20160180,0.1135662213957829,0.0009442978867477357,0.12461991550007806,7
CFMC-20151869,0.17479851866046928,0.004126607331255007,0.06245418435310332,6
CFMC-20151754,0.191412865643576,0.001537303531332925,0.057049830825091075,6
CFMC-20151846,0.14524626833773405,0.0011204481792717086,0.1673587736790727,7
CFMC-20160469,0.09245498199279711,0.0026290516206482592,0.054915966386554625,6
CFMC-20151171,0.1274567324898005,0.004455531608624076,0.06808773590157545,6
CFMC-20151251,0.05330267558528428,0.0010451505016722408,0.022575250836120404,6
CFMC-20150748,0.08489566307072029,0.0011645962732919255,0.056796883513130655,6
CFMC-20160072,0.11575908180778033,0.0008491847826086956,0.070891733409611,6
CFMC-20160519,0.241196081926542,0.0013166556945358788,0.17684210108859957,7
CFMC-20160551,0.14397836346119539,0.0019361179310002684,0.13979980432209008,7
CFMC-20150463,0.09270076443274856,0.0009397421293882044,0.10325068514770776,7
CFMC-20160087,0.21489782729771292,0.003989053753546507,0.047779785615407286,6
CFMC-20151020,0.15326783723522855,0.001358695652173913,0.14537346711259755,7
CFMC-20160171,0.017094017094017096,0.0,0.09401709401709403,6
CFMC-20150528,0.03495065789473684,0.0,0.02754934210526316,6
CFMC-20151467,0.04847561842008698,0.00045817188808193297,0.0200317269332104,6
